,Name,Club,Crossing,Finishing,HeadingAccuracy,Volleys,Dribbling,Curve,BallControl,Acceleration,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Positioning,Vision,Marking
12000,Fan Xiaodong,Changchun Yatai FC,53,49,48,41,65,64,62,70,67,50,50,70,60,58,65,60,58
12001,B. Añor,0,63,59,61,59,66,69,64,70,69,78,72,77,64,67,60,59,44
12002,B. Kuipers,ADO Den Haag,62,34,58,33,57,67,56,68,74,64,70,70,65,42,52,45,59
12003,S. Cummings,Doncaster Rovers,63,39,58,42,60,53,62,72,65,53,65,70,67,47,56,53,60
12004,K. Lankford,1. FC Heidenheim 1846,66,50,31,56,69,64,65,78,69,62,66,54,64,52,53,57,22
12005,L. Zima,Livorno,12,12,15,14,18,17,24,44,36,23,65,36,79,14,19,24,10
12006,A. Crofts,Newport County,62,58,63,67,55,59,65,50,70,74,62,55,71,65,58,62,68
12007,C. Palacios,Puebla FC,52,67,48,58,68,36,67,75,84,65,62,62,44,60,68,43,26
12008,B. Matic,FC Seoul,31,67,64,39,67,65,55,76,64,68,69,63,76,48,62,46,19
12009,S. Rafn,Lillestrøm SK,66,48,43,42,63,61,62,77,84,57,80,79,56,48,57,65,58
12010,N. De Medina,Royal Excel Mouscron,61,43,61,56,56,31,62,68,63,43,70,55,69,34,18,48,60
12011,A. Jakubech,LOSC Lille,11,6,12,8,13,11,13,36,24,26,60,27,70,6,5,39,12
12012,B. Hansen,FC Nordsjælland,26,23,63,23,37,24,55,63,50,41,69,61,74,25,24,34,66
12013,N. Burns,Wellington Phoenix,63,62,62,60,67,58,62,74,76,63,62,66,64,62,58,60,44
12014,G. Arokoyo,Kalmar FF,31,19,64,38,33,33,45,55,38,56,39,64,77,40,16,33,56
12015,J. Basulto,Guadalajara,47,42,62,35,43,40,60,44,46,59,64,64,74,42,39,52,60
12016,V. Sakor,IFK Göteborg,56,48,63,43,61,52,66,68,78,57,69,71,82,55,59,62,59
12017,F. García,Boyacá Chicó FC,22,24,72,26,31,20,33,51,54,33,69,49,83,21,23,27,61
12018,K. Kabran,IK Start,58,65,54,58,65,55,67,80,69,61,55,69,75,62,63,58,53
12019,K. Madsen,Strømsgodset IF,42,23,59,34,35,25,54,54,57,59,70,61,75,35,44,51,56
12020,D. Nazon,Sint-Truidense VV,35,64,56,56,67,62,66,72,61,64,66,47,78,64,58,43,21
12021,J. O'Brien,Shamrock Rovers,63,41,63,49,62,63,64,46,64,47,70,69,69,39,52,57,66
12022,R. Vargas,FC Luzern,55,55,47,52,68,51,68,82,86,57,52,78,39,52,57,60,59
12023,N. Malić,SV Mattersburg,20,11,66,13,18,58,42,32,33,67,34,73,92,16,27,26,63
12024,S. Auer,SK Rapid Wien,61,49,53,43,61,48,63,67,72,58,66,77,70,48,58,54,59
12025,J. Mullins,Cheltenham Town,49,35,64,34,48,33,54,65,60,48,87,66,74,28,44,54,60
12026,B. Boutobba,Montpellier HSC,58,64,48,52,76,63,75,69,90,49,47,54,32,55,60,46,28
12027,Perceval Acunha,América FC (Minas Gerais),41,22,55,47,21,33,48,57,46,52,55,45,70,45,25,34,75
12028,J. Schryvers,Waasland-Beveren,62,26,56,33,56,42,61,68,67,51,68,66,60,43,46,54,61
12029,D. Kvande,Ranheim Fotball,64,32,60,20,55,60,62,56,61,77,64,68,77,53,28,58,63
12030,L. Collins,Forest Green Rovers,49,44,62,45,55,38,58,72,65,60,80,81,77,52,43,51,62
12031,J. Tveita,Sarpsborg 08 FF,55,50,58,48,63,53,62,66,53,64,59,74,70,60,57,57,62
12032,Yang Sang Min,Suwon Samsung Bluewings,62,51,60,32,63,60,52,62,68,70,78,51,75,55,55,58,63
12033,Nelson Freitosa,Ceará Sporting Club,14,6,11,8,12,9,16,48,61,14,75,39,65,7,9,37,9
12034,T. Mokoena,0,45,32,51,42,63,38,75,75,69,58,59,61,52,51,60,63,64
12035,Kikas,Os Belenenses,40,67,48,56,71,55,66,78,71,67,53,55,60,54,58,51,19
12036,D. Lopar,FC St. Gallen,11,15,15,19,14,17,22,42,48,13,58,31,56,15,16,12,15
12037,L. Díaz,Atlético Tucumán,39,64,65,45,63,72,65,71,52,66,64,68,71,62,60,45,25
12038,A. Foosnæs,Ranheim Fotball,54,33,38,32,62,44,58,75,79,59,61,78,44,49,46,54,61
12039,F. Chabrolle,Olympique de Marseille,63,54,38,52,70,65,64,70,81,62,54,55,43,58,48,61,23
12040,M. Minesso,Padova,59,60,49,59,67,67,64,81,81,61,62,69,56,62,61,63,41
12041,E. Cetre,Santos Laguna,65,64,42,56,72,62,66,75,79,72,58,59,51,57,59,51,23
12042,A. Özer,Fortuna Sittard,13,19,9,13,16,17,23,43,41,37,66,24,64,15,18,29,13
12043,B. Gartland,Dundalk,37,23,66,23,24,27,42,29,32,50,55,55,87,27,24,37,65
12044,P. Frascatore,Carpi,63,45,53,33,59,59,61,67,61,63,55,75,68,35,45,41,63
12045,H. Lopes,Deportes Iquique,29,19,61,26,25,28,31,38,32,44,82,65,81,22,18,25,68
12046,K. Tezuka,Kashiwa Reysol,41,49,46,32,59,68,72,75,72,48,69,69,59,59,50,64,55
12047,T. Lebeau,Chamois Niortais Football Club,58,55,37,45,67,50,62,74,79,59,54,59,40,52,48,66,55
12048,Brandão,Vendsyssel FF,30,64,62,44,68,45,63,68,69,60,64,70,76,51,59,58,45
12049,P. Bajza,Vejle Boldklub,18,13,14,12,19,16,23,32,36,25,39,32,74,18,10,34,21
12050,U. Çakır,Trabzonspor,15,13,14,20,14,18,24,42,58,24,65,40,67,19,14,40,17
12051,H. Bwana,Seattle Sounders FC,58,56,42,45,67,49,63,82,77,62,59,60,45,52,56,59,54
12052,J. Murillo,Tiburones Rojos de Veracruz,52,35,48,35,60,43,61,81,78,59,89,80,58,49,54,55,64
12053,D. Geissler,TSV Hartberg,54,57,59,63,65,72,66,68,77,67,64,67,47,56,64,61,41
12054,M. Diakota,AS Béziers,46,46,48,42,64,55,65,74,76,76,67,80,69,66,60,60,61
12055,D. Parker,1. FSV Mainz 05,59,50,53,62,70,57,64,79,78,65,74,55,49,61,58,55,30
12056,V. Tranberg,Örebro SK,29,20,66,28,38,25,56,53,59,36,61,67,76,35,24,29,67
12057,O. Ayık,Akhisar Belediyespor,67,58,56,55,66,50,67,66,67,61,70,57,63,60,65,52,28
12058,C. Camps,Rochdale,58,61,40,59,60,63,67,71,75,72,50,65,68,69,57,64,53
12059,Jesús Areso,Athletic Club de Bilbao,60,25,56,23,67,68,68,73,62,40,61,60,59,27,49,63,41
12060,R. Siemaszko,Arka Gdynia,28,62,71,24,60,39,61,68,78,65,71,65,69,52,67,52,38
12061,O. Khan,Mansfield Town,62,59,50,54,67,63,65,80,57,62,56,75,55,62,58,59,49
12062,A. Langlitz,VfL Sportfreunde Lotte,60,24,58,26,40,22,54,65,66,27,76,82,70,25,38,32,62
12063,P. Soto,Colo-Colo,11,13,14,12,12,12,21,41,54,23,59,21,52,18,17,34,16
12064,P. Ghiglione,Frosinone,63,60,48,50,57,49,65,76,59,60,41,54,65,42,63,58,55
12065,J. Buitrago,Patriotas Boyacá FC,47,42,43,42,55,44,66,54,72,51,61,48,56,53,43,66,68
12066,B. White,New York Red Bulls,43,65,61,45,61,50,63,73,70,63,70,66,65,57,60,52,36
12067,Gabriel Nunes,Boavista FC,54,36,51,40,55,61,54,62,46,75,63,55,75,64,41,50,58
12068,B. Whitfield,Port Vale,56,52,38,59,68,60,63,78,93,63,52,55,39,61,57,60,26
12069,T. Doyle,Wellington Phoenix,65,26,64,23,58,60,57,62,63,40,73,66,71,32,58,51,56
12070,Ko Tae Won,Sangju Sangmu FC,26,33,64,23,34,25,47,65,64,31,63,61,71,20,31,26,56
12071,Dani Cárdenas,Levante UD,10,5,12,8,13,11,16,39,42,22,67,26,52,5,5,34,13
12072,N. Zanellato,Crotone,59,32,60,43,69,67,69,65,62,61,53,57,53,62,52,55,42
12073,Álex Domínguez,Deportivo Alavés,24,7,10,8,15,12,35,39,45,36,51,36,41,18,7,38,11
12074,M. Satli,Red Star FC,62,32,66,30,59,39,60,58,54,59,64,63,73,34,58,47,61
12075,N. Mousa,Al Taawoun,60,60,52,55,58,28,59,80,89,58,75,66,69,55,61,53,53
12076,M. Fujita,Sagan Tosu,68,35,52,37,65,70,62,64,67,47,71,67,63,55,58,52,59
12077,L. Nilsen,Tromsø IL,65,58,42,47,60,46,63,84,77,64,63,78,62,57,55,45,53
12078,S. Mensiro,Östersunds FK,58,31,44,35,53,49,55,74,78,52,92,82,68,40,51,57,61
12079,W. Saliba,AS Saint-Étienne,30,22,59,32,47,34,39,55,60,44,73,66,70,20,31,29,62
12080,L. Trejo,Atlético Huila,28,21,54,30,27,22,62,64,60,34,69,62,71,23,23,30,64
12081,O. Söderberg,Kalmar FF,11,12,14,11,12,13,15,32,47,24,60,22,61,13,12,42,23
12082,C. Jennings,Tranmere Rovers,70,64,56,38,59,50,61,75,62,68,60,59,66,62,58,59,32
12083,A. Arrigoni,Lecce,48,28,35,46,61,45,63,61,83,60,42,69,44,41,45,57,54
12084,P. Köhn,FC Red Bull Salzburg,11,8,12,6,12,10,19,25,26,20,41,28,63,7,7,45,12
12085,K. Nakamura,V-Varen Nagasaki,59,57,60,57,64,51,68,67,61,56,65,66,63,60,57,60,30
12086,Ricardo Campos,Valencia CF,63,56,33,53,64,60,66,72,73,54,49,54,60,52,54,55,21
12087,Joaquín,Atlético Madrid,61,58,44,42,64,44,62,72,78,55,51,63,49,45,59,60,21
12088,B. Kantarovski,Newcastle Jets,39,40,48,47,59,41,61,62,60,31,68,69,77,41,56,58,60
12089,N. Ishikawa,Hokkaido Consadole Sapporo,64,20,48,28,45,29,59,54,62,21,68,70,72,25,44,34,45
12090,A. Dzabana,Le Havre AC,43,66,42,59,70,53,65,81,90,62,51,42,47,57,61,55,17
12091,C. Führich,1. FC Köln,52,42,65,41,60,48,65,67,74,60,63,56,46,43,65,54,56
12092,C. López,Millonarios FC,42,64,63,50,63,47,57,77,60,62,70,58,57,52,64,47,54
12093,F. Marquet,KV Oostende,65,37,48,64,61,66,65,66,74,73,65,57,55,68,56,64,68
12094,M. Hamzi,Al Fateh,55,57,47,35,62,35,64,84,70,56,75,54,43,48,65,55,34
12095,T. Regan,Adelaide United,30,41,59,39,32,35,43,37,52,49,72,73,85,25,26,42,58
12096,H. Cavero,CD Antofagasta,28,24,63,20,58,23,63,60,54,38,74,74,77,22,25,31,62
12097,R. Hack,TSG 1899 Hoffenheim,56,66,47,60,72,53,72,69,77,66,44,51,45,43,55,55,31
12098,Nuno Macedo,Moreirense FC,14,8,13,5,7,13,16,29,41,17,72,27,43,6,7,53,8
12099,V. Bezecourt,New York Red Bulls,62,53,48,57,65,63,66,70,65,65,62,72,61,59,60,61,62
12100,Woo Chan Yang,Pohang Steelers,59,25,57,28,57,34,60,73,62,29,56,64,58,34,58,38,62
12101,A. Reca,Atalanta,57,56,62,48,73,51,67,83,52,60,83,69,69,54,69,71,57
12102,João Tavares,CD Feirense,49,45,52,54,65,64,69,68,75,75,61,71,56,48,60,59,38
12103,D. Da Costa,FC Lugano,15,14,13,13,15,14,23,43,40,23,68,21,49,14,14,40,23
12104,Zhang Chi,Shandong Luneng TaiShan FC,65,58,54,45,58,42,63,68,52,54,55,69,67,45,60,62,58
12105,J. Taylor,Exeter City,60,53,55,54,62,61,63,71,77,62,59,83,63,57,61,62,50
12106,Bonilla,RCD Mallorca,62,26,44,36,64,54,57,72,72,52,59,61,57,28,53,51,63
12107,C. McGeehan,Barnsley,45,62,55,46,57,44,60,67,70,61,61,73,70,54,69,66,50
12108,F. Piasecki,Miedź Legnica,59,65,58,49,59,51,63,74,62,55,68,65,78,59,62,52,36
12109,A. Torralvo,La Equidad,65,45,48,29,59,26,60,81,84,28,81,72,35,29,58,57,55
12110,K. Froese,Fortuna Düsseldorf,49,56,50,44,62,59,63,69,76,62,64,69,60,55,59,55,58
12111,S. Hoare,Dundalk,45,24,57,36,57,35,61,58,52,56,52,61,71,33,43,40,62
12112,J. Hernandez,Toronto FC,56,29,58,54,54,42,52,53,60,45,75,44,74,30,32,31,59
12113,A. Durante,Wellington Phoenix,32,34,61,34,45,42,51,34,47,32,67,61,83,47,29,42,60
12114,Salva Ferrer,Gimnàstic de Tarragona,31,22,62,21,29,29,45,53,61,42,67,61,68,25,34,30,62
12115,S. Saunders,Livingston FC,45,34,61,13,53,35,59,72,60,15,81,70,73,12,22,43,64
12116,L. Kruspzky,Club Atlético Aldosivi,51,30,52,34,49,41,52,75,79,31,73,66,67,33,51,42,60
12117,Pau Morer,Sandefjord Fotball,55,53,51,57,64,52,63,79,91,66,79,80,52,54,53,54,48
12118,A. Dagriri,Al Hazem,20,12,19,17,19,12,18,42,54,19,55,36,61,18,19,55,15
12119,L. Alessandra,Notts County,53,59,49,58,62,65,63,79,79,63,73,80,64,51,64,61,32
12120,Y. Tokunaga,V-Varen Nagasaki,63,50,57,47,55,44,60,51,56,56,60,72,79,44,46,47,61
12121,J. Sellars,Östersunds FK,56,57,44,52,66,51,62,82,67,66,67,70,66,58,56,56,45
12122,E. Rodríguez,Club Atlético Tigre,45,32,70,39,44,43,41,55,42,52,53,60,71,43,48,53,60
12123,M. Gomes,Neuchâtel Xamax,56,51,55,47,51,52,62,71,59,57,66,75,72,46,65,50,59
12124,J. Hammar,BK Häcken,31,19,66,23,33,27,48,38,30,65,31,40,88,40,23,37,60
12125,E. Hurtado,Vancouver Whitecaps FC,47,59,55,70,53,69,61,88,77,68,76,64,71,61,58,54,34
12126,N. Schmidt,SV Wehen Wiesbaden,57,52,50,55,63,59,64,51,68,83,54,55,70,72,50,67,56
12127,K. Nagato,Vegalta Sendai,73,41,36,22,60,62,61,74,79,56,72,76,57,24,60,60,57
12128,R. Flynn,St. Mirren,68,50,42,48,63,66,65,68,81,61,71,72,52,58,58,64,58
12129,A. Palazzi,Pescara,52,46,64,37,64,52,65,65,71,61,55,76,67,46,48,63,54
12130,Choi Hyo Jin,Jeonnam Dragons,67,54,49,57,69,57,65,58,75,62,73,45,67,60,68,57,65
12131,R. Maeda,FC Tokyo,51,62,69,60,59,61,64,33,41,66,68,48,65,63,68,61,54
12132,H. Hallberg,Kalmar FF,59,48,39,46,61,54,63,71,68,67,58,81,68,59,62,61,40
12133,Sander Asevedo,Paraná,10,7,11,9,8,13,10,41,40,9,50,51,76,6,8,59,25
12134,M. Andersen,FC Nordsjælland,45,51,45,40,67,50,65,73,78,55,67,68,60,51,57,62,55
12135,K. Povlsen,Vendsyssel FF,55,38,52,51,61,51,65,61,67,60,63,86,70,64,40,35,62
12136,M. Haas,SKN St. Pölten,62,46,60,43,57,49,61,72,65,53,61,64,62,49,50,43,56
12137,A. Hsissane,Nîmes Olympique,45,28,57,30,59,39,61,61,58,52,63,60,71,49,45,59,61
12138,E. Restrepo,Itagüí Leones FC,44,29,62,22,45,35,48,65,73,34,63,70,62,21,43,44,74
12139,B. Badibanga,Waasland-Beveren,61,50,30,40,68,42,64,78,76,62,75,56,51,58,56,59,23
12140,A. Kanno,Al Fayha,33,24,61,29,50,28,53,59,61,37,84,69,72,25,28,49,61
12141,S. Tomita,Vegalta Sendai,59,32,44,27,56,33,65,51,82,41,68,74,54,36,44,59,64
12142,J. Byrom,Stevenage,63,52,49,50,54,65,62,44,61,62,77,68,71,62,59,66,40
12143,J. Barboza,Independiente Medellín,64,51,51,46,63,48,63,65,69,53,59,62,56,48,63,62,55
12144,M. Grgic,SV Mattersburg,45,59,60,38,63,42,64,65,68,58,51,72,60,61,65,65,47
12145,Redru,Elche CF,60,21,53,28,55,35,52,61,61,45,54,60,57,22,46,31,68
12146,S. Chilunda,CD Tenerife,51,62,60,55,65,45,60,85,77,60,65,53,56,58,61,52,28
12147,L. Broxham,Melbourne Victory,44,53,55,48,55,52,58,49,73,64,93,93,82,56,53,51,64
12148,M. Richards,Swindon Town,42,63,65,61,58,58,60,53,64,72,79,68,79,55,69,60,19
12149,N. Canavan,Plymouth Argyle,15,15,67,12,27,15,34,51,40,21,77,61,80,12,30,33,63
12150,T. Badila,AS Nancy Lorraine,56,37,57,29,48,34,54,76,58,36,74,75,72,39,45,35,62
12151,N. Rebolledo,Curicó Unido,68,42,46,40,55,65,69,70,75,59,58,65,59,68,54,64,53
12152,H. Mita,Vissel Kobe,64,55,61,40,57,52,59,66,77,63,71,61,55,61,55,62,45
12153,G. Lillard,Chicago Fire,28,22,63,29,29,27,41,55,37,41,69,70,75,23,23,32,62
12154,S. Meusburger,FC Wacker Innsbruck,37,48,70,45,47,51,54,62,54,56,81,67,73,57,35,43,51
12155,M. Miśkiewicz,Korona Kielce,13,11,15,12,21,15,15,33,40,20,55,31,70,16,13,44,5
12156,Lee Hoo Gwon,Pohang Steelers,56,45,49,43,65,44,63,66,68,62,69,75,68,34,63,63,66
12157,T. Peay,Real Salt Lake,55,21,52,25,59,39,54,64,47,35,69,51,84,19,21,31,60
12158,A. Okosun,FC Midtjylland,52,63,74,44,62,35,65,61,64,55,60,80,90,35,67,57,58
12159,Diego Barri,Albacete BP,54,32,52,25,54,28,64,56,51,44,65,63,58,34,50,57,58
12160,L. Schoofs,NAC Breda,35,36,54,37,53,39,63,57,58,48,63,71,67,43,38,61,60
12161,J. Dasilva,Brentford,55,49,44,54,66,58,66,68,64,64,63,61,77,55,45,64,58
12162,F. Boya,Royal Excel Mouscron,43,40,62,31,56,43,61,64,48,68,67,66,81,48,39,57,57
12163,Y. Asprilla,Atlético Bucaramanga,58,53,50,48,65,61,53,90,93,64,90,82,48,63,56,47,65
12164,D. Björnquist,Örebro SK,50,34,36,33,58,56,55,83,74,47,69,82,64,41,49,44,58
12165,G. Panico,Cittadella,60,64,61,50,60,53,65,67,65,58,64,56,56,62,66,54,21
12166,E. Loiodice,Dijon FCO,39,41,58,38,67,53,68,59,78,55,61,51,39,43,56,63,52
12167,A. Mayorga,Club Necaxa,60,47,64,47,58,41,53,71,71,63,63,47,67,43,56,53,61
12168,A. Spahic,FC Energie Cottbus,11,7,12,6,15,16,25,26,28,19,45,25,41,6,8,40,11
12169,Paulo Vítor,Rio Ave FC,11,10,14,10,13,16,14,23,28,17,31,26,64,8,8,42,20
12170,B. Fuller,Gillingham,55,39,57,41,41,46,55,67,77,60,86,84,75,34,49,43,62
12171,L. Wales,Melbourne City FC,61,61,39,38,63,64,59,89,65,62,34,62,57,40,64,60,19
12172,Zhou Yun,Jiangsu Suning FC,66,33,65,43,59,42,64,66,78,32,65,68,68,37,52,54,66
12173,S. Hatanaka,Yokohama F. Marinos,43,29,62,37,40,36,48,59,45,43,64,62,78,37,27,34,61
12174,J. Day,Newport County,12,12,11,11,11,11,23,54,53,23,60,37,79,18,11,38,24
12175,A. Dovbyk,FC Midtjylland,39,63,53,51,65,44,63,70,66,68,65,61,76,51,57,39,32
12176,Neto,América de Cali,20,13,18,19,15,15,25,49,45,25,55,43,70,18,15,12,22
12177,Carlos Travisso,Vitória,15,21,17,23,20,14,22,60,55,17,41,40,52,20,23,52,22
12178,Víctor Fernández,Newcastle United,62,60,38,52,69,59,68,77,83,63,52,42,47,59,57,58,27
12179,L. Schlüter,FC Energie Cottbus,67,54,44,53,61,67,56,65,55,60,53,84,63,52,51,53,53
12180,O. Turton,Blackpool,58,48,53,19,54,37,58,71,73,45,63,87,69,31,53,59,59
12181,D. Henen,Sporting de Charleroi,58,61,54,54,70,51,68,74,61,64,66,58,69,60,63,45,19
12182,Yang Xiaotian,Jiangsu Suning FC,62,57,65,52,64,46,57,66,60,52,72,72,69,59,61,62,63
12183,M. Jones,Carlisle United,66,61,27,52,67,64,66,81,61,64,88,75,68,66,58,64,54
12184,M. Rosales,Estudiantes de La Plata,62,31,59,33,58,55,57,61,59,43,64,75,59,33,50,45,55
12185,S. Al Ghannam,Al Nassr,64,47,51,36,63,34,62,79,85,39,52,68,64,35,62,54,58
12186,S. Kalajdzic,FC Admira Wacker Mödling,55,58,64,52,59,40,67,64,40,58,44,65,80,52,54,66,45
12187,D. Djulbic,Perth Glory,21,39,66,28,25,21,40,30,31,59,59,56,90,29,26,35,57
12188,J. Matuwila,FC Energie Cottbus,29,18,56,17,40,27,43,72,71,37,82,72,82,17,30,35,57
12189,S. Ito,Yokohama F. Marinos,48,66,55,64,48,61,58,65,57,69,75,79,77,59,60,39,36
12190,A. Wilbraham,Rochdale,49,62,75,56,49,48,63,35,51,60,66,34,82,47,69,68,24
12191,P. Mráz,Zagłębie Sosnowiec,65,56,62,38,59,70,58,66,59,44,64,62,71,55,53,64,60
12192,H. Sulaimani,Ohod Club,71,43,61,43,63,69,64,48,68,65,69,49,72,63,64,69,62
12193,Wu Yan,Henan Jianye FC,33,14,22,20,18,14,22,54,63,18,61,37,57,15,18,56,18
12194,C. Pain,Central Coast Mariners,61,65,42,45,61,66,59,92,89,62,81,82,53,68,58,46,40
12195,T. Eriksson,Kalmar FF,64,55,45,59,56,63,64,65,73,57,76,76,61,63,62,67,50
12196,H. De la Fuente,Vélez Sarsfield,59,27,44,27,66,39,66,67,66,31,63,71,58,35,57,38,61
12197,J. Bailey,Yeovil Town,54,51,61,40,61,50,63,65,66,59,58,75,67,58,52,63,60
12198,A. Pierre,Northampton Town,25,14,65,27,30,25,44,69,50,45,71,68,84,12,13,26,59
12199,H. Burgoyne,Plymouth Argyle,20,15,20,20,14,19,20,32,38,19,50,20,44,14,8,43,18
12200,B. Roche,Morecambe,11,11,26,14,10,13,28,21,53,22,56,19,74,12,10,32,12
12201,R. Sánchez,Chicago Fire,16,20,12,14,13,13,26,43,27,36,54,29,58,19,17,42,11
12202,U. Korun,Piast Gliwice,25,26,61,28,31,30,50,50,50,39,66,77,70,24,32,29,63
12203,J. Mosquera,Boyacá Chicó FC,23,19,58,17,30,25,41,64,59,37,69,66,81,23,21,26,55
12204,P. Lima,La Equidad,41,30,49,33,41,36,65,68,62,52,61,67,63,37,47,53,59
12205,Carlos Doncel,RCD Espanyol,61,56,39,60,70,63,62,66,80,58,42,65,52,59,59,55,26
12206,N. Gotfredsen,Hobro IK,57,59,65,37,50,34,58,69,62,66,75,64,71,55,58,58,58
12207,Dolly Menga,Livingston FC,56,58,56,59,65,44,63,85,71,66,78,51,73,57,53,46,46
12208,P. Green,Crewe Alexandra,61,52,56,52,57,48,62,58,80,62,76,79,66,58,54,63,58
12209,P. Cappelluzzo,Hellas Verona,52,63,67,55,62,28,65,52,53,63,75,67,76,60,63,50,40
12210,J. Mucha,Hamilton Academical FC,15,13,13,12,12,12,22,33,52,14,66,32,62,11,15,40,12
12211,L. Maboe,0,57,70,55,61,71,53,65,72,80,74,59,56,53,60,59,54,33
12212,M. Hvilsom,SønderjyskE,47,62,56,61,56,46,57,64,63,64,51,83,72,55,65,56,46
12213,D. Parrett,Gillingham,54,56,48,56,62,65,64,59,76,65,66,74,59,63,59,67,54
12214,L. Campana,Club Deportes Temuco,37,66,71,54,48,42,57,65,58,69,63,62,73,58,61,46,23
12215,B. Miranda,DC United,28,66,56,46,57,48,60,79,50,64,57,35,60,50,64,47,23
12216,Y. Thermann,SG Sonnenhof Großaspach,56,55,48,47,60,61,62,80,83,64,81,87,62,59,56,59,53
12217,L. Hannant,Port Vale,52,62,52,45,61,46,65,64,71,59,63,73,69,55,63,57,56
12218,K. Weidlich,FC Energie Cottbus,61,53,46,49,56,56,57,83,78,50,81,91,73,42,55,55,60
12219,J. Bunney,Blackpool,72,60,65,36,61,71,58,68,28,60,81,73,72,54,61,52,51
12220,Endika,CA Osasuna,54,35,55,34,55,46,53,76,74,35,59,78,72,37,42,43,55
12221,Miguel Luís,Sporting CP,51,44,54,47,63,49,68,64,72,64,73,66,64,41,60,53,40
12222,R. Pietrzak,Wisła Kraków,61,40,51,51,60,62,58,78,72,60,62,71,64,55,63,56,54
12223,Josi Mouraldo,Atlético Paranaense,59,56,45,62,63,70,61,58,54,47,68,62,62,58,63,64,19
12224,Ángel,Albacete BP,60,26,59,21,51,27,57,66,59,27,59,67,64,29,43,36,62
12225,D. Franco,Curicó Unido,24,24,57,27,27,23,44,58,49,36,68,60,80,24,25,29,65
12226,O. Pehrsson,IK Sirius,30,35,62,21,37,29,44,40,51,38,48,50,83,32,35,34,61
12227,J. Sagredo,0,60,30,57,26,56,32,47,75,67,28,57,70,54,28,50,37,69
12228,J. McKeown,Grimsby Town,16,11,13,11,13,11,35,42,50,20,59,41,65,11,11,34,24
12229,J. Monroy,Boyacá Chicó FC,56,32,53,29,56,27,58,78,71,26,61,73,63,25,48,43,54
12230,E. Massouema,Valenciennes FC,49,38,59,44,60,52,63,60,59,66,63,67,57,50,61,57,42
12231,E. Kayembe,RSC Anderlecht,56,58,38,56,72,57,70,78,76,70,76,75,71,63,53,56,46
12232,J. Parker,Gillingham,58,58,62,43,59,48,61,85,71,54,80,71,68,51,63,58,25
12233,M. Van Damme,KSV Cercle Brugge,16,16,15,13,20,17,27,49,58,26,51,38,57,19,11,18,11
12234,T. Ünlü,BB Erzurumspor,65,22,56,12,51,43,56,64,57,36,63,64,59,24,37,38,62
12235,J. Abu Hanna,1. FC Magdeburg,62,25,60,24,46,37,55,58,66,46,77,60,77,29,28,36,62
12236,Josemi,UD Las Palmas,41,49,32,51,62,63,70,60,81,65,52,41,40,59,46,64,58
12237,K. Ntlhe,Rochdale,60,27,56,16,52,23,60,77,65,50,84,70,65,36,35,41,53
12238,J. Escobar,Jaguares de Córdoba,19,11,16,12,15,17,21,40,49,18,56,34,65,20,13,28,12
12239,G. Felicioli,Perugia,67,51,47,49,64,56,65,69,64,65,62,62,58,51,57,49,63
12240,M. Farfan,Portland Timbers,42,27,52,29,61,36,60,67,87,34,77,73,56,49,28,34,63
12241,N. Nartey,1. FC Köln,44,49,37,32,68,45,69,68,77,44,74,67,56,38,49,66,54
12242,C. Dobnik,Wolfsberger AC,11,9,13,14,20,18,17,41,53,24,53,40,50,12,11,34,30
12243,Borja,Elche CF,64,54,36,43,63,63,62,76,80,39,68,57,32,46,60,54,54
12244,Rao Weihui,Beijing Renhe FC,65,23,58,20,55,65,54,74,68,24,67,73,64,26,49,35,65
12245,Edu Cortina,Real Oviedo,60,54,39,41,63,57,67,60,75,56,37,65,48,52,57,65,49
12246,A. Affane,IFK Göteborg,62,56,45,51,65,71,66,70,89,68,78,64,49,62,59,62,46
12247,N. Pantaleone,Patronato,57,29,54,36,58,33,59,65,65,32,55,60,61,34,44,38,65
12248,J. Jacobs,AZ Alkmaar,48,59,52,55,63,58,66,68,68,62,52,54,52,60,54,63,41
12249,A. Al Nemer,Al Wehda,55,52,47,38,68,58,62,73,78,52,58,64,57,56,56,61,40
12250,O. Kökçü,Feyenoord,54,55,41,55,69,75,71,71,68,65,64,52,53,70,54,64,51
12251,M. Lewandowski,Lechia Gdańsk,62,47,56,48,58,57,53,71,68,60,66,86,64,59,55,53,47
12252,H. Boateng,Exeter City,53,46,60,39,62,46,63,69,63,61,78,78,79,52,55,62,58
12253,I. Pomazun,PFC CSKA Moscow,17,14,18,15,12,12,24,40,37,18,56,30,44,15,10,29,16
12254,R. Moreira,San Martin de Tucumán,29,22,64,27,32,33,50,47,45,48,41,71,92,27,34,30,55
12255,I. Vujica,Newcastle Jets,64,32,50,32,65,48,62,73,79,33,75,67,69,31,42,44,63
12256,S. Gassama,UD Almería,38,70,75,59,58,40,56,53,42,63,68,60,78,58,57,53,30
12257,L. Olascoaga,Lobos BUAP,60,42,57,52,70,61,70,79,89,51,56,64,37,47,58,47,55
12258,T. Bertels,SC Paderborn 07,68,51,67,55,58,43,60,66,46,71,53,82,79,52,58,47,63
12259,B. Purrington,AFC Wimbledon,62,45,55,53,60,48,57,72,74,48,77,75,68,33,47,53,60
